_id,ltable_ID,rtable_ID,ltable_Name,ltable_Price,ltable_Brand,ltable_Screen Size,ltable_RAM,ltable_Hard Drive Capacity,ltable_Processor Type,ltable_Processor Speed,ltable_Operating System,ltable_Clean Name,rtable_Name,rtable_Price,rtable_Brand,rtable_Screen Size,rtable_RAM,rtable_Hard Drive Capacity,rtable_Processor Type,rtable_Processor Speed,rtable_Operating System,rtable_Clean Name,gold
497981,294,975,"Refurbished HP 6300 SFF Desktop PC with Intel Core i5-3470 Processor, 8GB Memory, 17"" LCD Monitor, 2TB Hard Drive and Windows 10 Home",269.99,HP,"17""",8 GB,2 TB,Intel Core i5-3470 Processor,3.20 GHz,Windows 10,Refurbished 6300 SFF Desktop Intel i5 3470 17 LCD Monitor 2TB Drive,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
498305,294,1569,"Refurbished HP 6300 SFF Desktop PC with Intel Core i5-3470 Processor, 8GB Memory, 17"" LCD Monitor, 2TB Hard Drive and Windows 10 Home",269.99,HP,"17""",8 GB,2 TB,Intel Core i5-3470 Processor,3.20 GHz,Windows 10,Refurbished 6300 SFF Desktop Intel i5 3470 17 LCD Monitor 2TB Drive,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
513296,303,1134,"2016 Newest HP Pavilion 15t Gaming Laptop with 15.6 FHD Touchscreen ( Intel i5 Processor, 16GB RAM, 240GB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Windows 10)",775.95,HP,15.6,,,,,,2016 Pavilion 15t Touchscreen Intel i5 240GB SSD 1920 x 1080 Touchscreen,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
513383,303,1295,"2016 Newest HP Pavilion 15t Gaming Laptop with 15.6 FHD Touchscreen ( Intel i5 Processor, 16GB RAM, 240GB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Windows 10)",775.95,HP,15.6,,,,,,2016 Pavilion 15t Touchscreen Intel i5 240GB SSD 1920 x 1080 Touchscreen,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
513802,303,2064,"2016 Newest HP Pavilion 15t Gaming Laptop with 15.6 FHD Touchscreen ( Intel i5 Processor, 16GB RAM, 240GB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Windows 10)",775.95,HP,15.6,,,,,,2016 Pavilion 15t Touchscreen Intel i5 240GB SSD 1920 x 1080 Touchscreen,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
514018,303,2460,"2016 Newest HP Pavilion 15t Gaming Laptop with 15.6 FHD Touchscreen ( Intel i5 Processor, 16GB RAM, 240GB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Windows 10)",775.95,HP,15.6,,,,,,2016 Pavilion 15t Touchscreen Intel i5 240GB SSD 1920 x 1080 Touchscreen,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
514222,303,2834,"2016 Newest HP Pavilion 15t Gaming Laptop with 15.6 FHD Touchscreen ( Intel i5 Processor, 16GB RAM, 240GB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Windows 10)",775.95,HP,15.6,,,,,,2016 Pavilion 15t Touchscreen Intel i5 240GB SSD 1920 x 1080 Touchscreen,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
533990,315,1852,"Manufacturer Refurbished - HP Stream 14-ax069st 14"" Laptop N3060 1.60GHz 4GB RAM 64GB eMMC WIN10",199.99,HP,"14\""",,,,,Microsoft Windows,Manufacturer Refurbished Stream ax069st N3060 60GHz WIN10,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
534002,315,1874,"Manufacturer Refurbished - HP Stream 14-ax069st 14"" Laptop N3060 1.60GHz 4GB RAM 64GB eMMC WIN10",199.99,HP,"14\""",,,,,Microsoft Windows,Manufacturer Refurbished Stream ax069st N3060 60GHz WIN10,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
534290,315,2402,"Manufacturer Refurbished - HP Stream 14-ax069st 14"" Laptop N3060 1.60GHz 4GB RAM 64GB eMMC WIN10",199.99,HP,"14\""",,,,,Microsoft Windows,Manufacturer Refurbished Stream ax069st N3060 60GHz WIN10,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
534374,315,2556,"Manufacturer Refurbished - HP Stream 14-ax069st 14"" Laptop N3060 1.60GHz 4GB RAM 64GB eMMC WIN10",199.99,HP,"14\""",,,,,Microsoft Windows,Manufacturer Refurbished Stream ax069st N3060 60GHz WIN10,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
534470,315,2732,"Manufacturer Refurbished - HP Stream 14-ax069st 14"" Laptop N3060 1.60GHz 4GB RAM 64GB eMMC WIN10",199.99,HP,"14\""",,,,,Microsoft Windows,Manufacturer Refurbished Stream ax069st N3060 60GHz WIN10,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
552101,326,931,"Refurbished HP Pavilion Laptop, 15.6 Screen, Intel Core i7, 8GB Memory, 1TB Hard Drive, Windows 10 Home, 15-cc055od",499,HP,,8 GB,1 TB,,,Microsoft Windows,Refurbished Pavilion Intel i7 Drive cc055od,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
618497,365,1679,"Refurbished HP ZBook 17 17.3"" Laptop, Windows 10 Pro, Intel Core i7-4600M Processor, 8GB RAM, 500GB Solid State Drive",586.5,HP,"17.3\""",8 GB,500 GB,,,Microsoft Windows,Refurbished ZBook 17 17 Intel i7 4600M Drive,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
634031,375,2243,"Manufacturer Refurbished - HP Pavilion 15-ay061nr 15.6"" Laptop Intel N3710 up to 2.56GHz 8GB 500GB Win 10",289.99,HP,,,,,,,Manufacturer Refurbished Pavilion ay061nr Intel N3710 56GHz Win,"HP 15.6"" HD Laptop Computer (Intel Dual Core Celeron N3050 up to 2.16 GHz Processor, 4GB RAM, 500GB HDD, USB 3.0, Webcam, HDMI, DVDRW, Wifi, Windows 10) (Certified Refurbished)",259,HP,15.6 in,4 GB,500 GB,Intel,1.6 GHz,Windows 10,Intel Dual Celeron N3050 GHz Refurbished,0
636549,377,651,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3540 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",399,HP,"15.6\""",4.00 GB,500.00 GB,Intel Pentium Processor N3540,2.16 GHz,Windows 10,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3540 SuperMulti Wi Fi,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.87,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,0
636753,377,1025,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3540 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",399,HP,"15.6\""",4.00 GB,500.00 GB,Intel Pentium Processor N3540,2.16 GHz,Windows 10,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3540 SuperMulti Wi Fi,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.87,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,0
687137,407,337,"Refurbished HP Zbook 17 17.3"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 256GB Solid State Drive",510.58,HP,"17.3""",8 GB,256 GB,Intel Core i5,2.60 GHz,Windows 10,Refurbished Zbook 17 17 Intel i5 4300M Drive,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
687773,407,1503,"Refurbished HP Zbook 17 17.3"" Laptop, Windows 10 Pro, Intel Core i5-4300M Processor, 8GB RAM, 256GB Solid State Drive",510.58,HP,"17.3""",8 GB,256 GB,Intel Core i5,2.60 GHz,Windows 10,Refurbished Zbook 17 17 Intel i5 4300M Drive,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
692297,410,491,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,0
692342,410,576,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
692558,410,972,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
692786,410,1390,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
692803,410,1418,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
706508,418,1728,"Newest HP Envy 15t High Performance Laptop PC with Full HD Touchscreen ( Intel i7 Processor, 8 GB RAM, 1TB HDD + 128 GB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Windows 10)",943.95,HP,,,1,,,,Envy 15t Full Touchscreen Intel i7 GB 128 GB SSD 1920 x 1080 Touchscreen,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
770322,456,845,"HP Stream 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",68,HP,14.0 in,4 GB,32  GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",272.54,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
770334,456,867,"HP Stream 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",68,HP,14.0 in,4 GB,32  GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",272.54,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
770382,456,955,"HP Stream 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",68,HP,14.0 in,4 GB,32  GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",272.54,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
770715,456,1567,"HP Stream 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",68,HP,14.0 in,4 GB,32  GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
770967,456,2029,"HP Stream 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",68,HP,14.0 in,4 GB,32  GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
771303,456,2645,"HP Stream 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",68,HP,14.0 in,4 GB,32  GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
788846,467,686,"Manufacturer Refurbished - HP Stream 11-Y010NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10",154.99,HP,,,,,,,Manufacturer Refurbished Stream Y010NR Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
789075,467,1105,"Manufacturer Refurbished - HP Stream 11-Y010NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10",154.99,HP,,,,,,,Manufacturer Refurbished Stream Y010NR Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
789734,467,2314,"Manufacturer Refurbished - HP Stream 11-Y010NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10",154.99,HP,,,,,,,Manufacturer Refurbished Stream Y010NR Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
789855,467,2535,"Manufacturer Refurbished - HP Stream 11-Y010NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10",154.99,HP,,,,,,,Manufacturer Refurbished Stream Y010NR Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
789927,467,2667,"Manufacturer Refurbished - HP Stream 11-Y010NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10",154.99,HP,,,,,,,Manufacturer Refurbished Stream Y010NR Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
789939,467,2689,"Manufacturer Refurbished - HP Stream 11-Y010NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10",154.99,HP,,,,,,,Manufacturer Refurbished Stream Y010NR Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
851120,505,78,"HP 15.6"" HD High Performance Flagship Touchscreen Laptop Computer, Intel Core i3 , 4GB RAM, 500GB HDD, DVDRW, USB 3.0, Webcam, WiFi, Windows 10, Iris Purple",579,HP,15.6,8.00 GB,1.00 TB,Intel Core i3,2.40 GHz,Windows 10,Flagship Touchscreen Intel i3 Iris Purple,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
851624,505,1002,"HP 15.6"" HD High Performance Flagship Touchscreen Laptop Computer, Intel Core i3 , 4GB RAM, 500GB HDD, DVDRW, USB 3.0, Webcam, WiFi, Windows 10, Iris Purple",579,HP,15.6,8.00 GB,1.00 TB,Intel Core i3,2.40 GHz,Windows 10,Flagship Touchscreen Intel i3 Iris Purple,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
852175,505,2013,"HP 15.6"" HD High Performance Flagship Touchscreen Laptop Computer, Intel Core i3 , 4GB RAM, 500GB HDD, DVDRW, USB 3.0, Webcam, WiFi, Windows 10, Iris Purple",579,HP,15.6,8.00 GB,1.00 TB,Intel Core i3,2.40 GHz,Windows 10,Flagship Touchscreen Intel i3 Iris Purple,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
864815,513,371,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
864932,513,584,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
864956,513,628,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,1
865019,513,745,"2017 HP Newest Laptop Touchscreen Flagship High Performance 15.6 inch HD, Intel i3-7100U Dual-Core, 8GB, 1TB HDD, DVD, Webcam, HDMI, Windows 10,",529,HP,15.6 Inches,8 Gigabytes,1 Terabytes,Intel Core i3,2.4 Gigahertz,Windows 10,2017 Touchscreen Flagship Intel i3 7100U Dual,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
