_id,ltable_ID,rtable_ID,ltable_Name,ltable_Price,ltable_Brand,ltable_Screen Size,ltable_RAM,ltable_Hard Drive Capacity,ltable_Processor Type,ltable_Processor Speed,ltable_Operating System,ltable_Clean Name,rtable_Name,rtable_Price,rtable_Brand,rtable_Screen Size,rtable_RAM,rtable_Hard Drive Capacity,rtable_Processor Type,rtable_Processor Speed,rtable_Operating System,rtable_Clean Name,gold
879487,521,2453,"Newest HP Envy 15t High Performance Laptop PC with Full HD Touchscreen ( Intel i7 Processor, 32GB RAM, 1TB HDD + 128 GB SSD, 15.6 Inch FHD (1920 x 1080) Touchscreen, Windows 10)",1306.45,HP,,,,,,,Envy 15t Full Touchscreen Intel i7 128 GB SSD 1920 x 1080 Touchscreen,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
1443229,1997,2759,Acer Chromebook C720-2848 - Refurbished,129.99,Acer,,,,,,Chrome OS,Chromebook C720 2848 Refurbished,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
1098210,1120,2119,"Lenovo ideapad 320 15.6"" Laptop, Windows 10, Intel Celeron N3350 Dual-Core Processor, 4GB RAM, 1TB Hard Drive",229.0,Lenovo,"15.6""",4 GB,1 GB,Intel Celeron,1.1 Hz,Windows 10,ideapad 320 Intel Celeron N3350 Dual Drive,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319.0,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
50379,29,2403,"HP Stream 14-ax067nr 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Dual-Core Processor, 4GB RAM, 32GB Flash Storage",219.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax067nr Intel Celeron N3060 Dual,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
1397242,1654,2735,"2018 Lenovo 15.6"" Laptop High Performance Intel Core i3-7100U, 4GB, 1TB HDD, Intel HD Graphics 620, Windows 10 - Black",498.0,Lenovo,15.60 in,4.00 GB,1.00 TB,Intel Core i3-7100U,2.40 GHz,Windows 10,2018 Intel i3 7100U Intel 620 Black,"Newest Lenovo IdeaPad 320 15.6-inch HD Anti-Glare(1366x768) Display Laptop PC, Intel Celeron N3350 Processor 1.1GHz, 4GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, WiFi, Webcam, DVD-RW, Windows 10- Black",319.0,Lenovo,15.6 in,4 GB,1 TB,Intel,1.1 GHz,Windows 10,IdeaPad 320 1366x768 Intel Celeron N3350 Black,0
150589,89,3,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"2018 HP Business 15.6-inch HD Touchscreen Laptop PC, Quad-Core AMD A12 Processor up to 3.6GHz, 8GB DDR4 SDRAM, 1TB HDD, Webcam, HDMI, DVD±RW, AMD Radeon R7 graphics, DTS Studio Sound, Windows 10",479.0,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,2018 Business Touchscreen Quad AMD A12 DVD±RW AMD Radeon R7,1
789855,467,2535,"Manufacturer Refurbished - HP Stream 11-Y010NR 11.6"" Laptop Intel Celeron N3060 1.6GHz 4GB 32GB Windows 10",154.99,HP,,,,,,,Manufacturer Refurbished Stream Y010NR Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
692803,410,1418,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
1280209,1447,1164,"Lenovo Ideapad 320 15.6"" HD Touchscreen Notebook, Intel Core i5-8250U Upto 3.4GHz, 8GB DDR4, 1TB SSD, HDMI, Card Reader, DVD-RW, USB, Wifi, Bluetooth, Intel UHD Graphics 620, Windows 10 Pro 64Bit",899.99,Lenovo,"15.6\""",8 GB,1 TB,,,Microsoft Windows,Ideapad 320 Touchscreen Notebook Intel i5 8250U Upto 4GHz SSD Reader Intel UHD 620 64Bit,"2018 Lenovo Business Flagship Laptop PC 15.6"" Anti-Glare Touchscreen Intel 8th Gen i5-8250U Quad-Core Processor 12GB DDR4 RAM 1TB HDD DVD-RW Webcam HDMI Dolby Audio Windows 10",599.0,Lenovo,15.6 in,8 GB,1 TB,Intel,1.6 GHz,windows 10,2018 Business Flagship Touchscreen Intel 8th i5 8250U Quad 12GB,1
412159,243,1837,"2018 Newest Premium HP 15.6? Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",529.0,HP,15.6 in,8.00 GB,1.00 TB,"Intel Core i3, Intel Core i3-7100u",2.40 GHz,Windows 10,2018 Premium Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
75059,44,1119,"HP Pavilion 15-Cc065Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc065Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
151573,89,1805,"HP 15.6"" Premium Flagship Touchscreen Laptop, Latest AMD Quad Core A12-9720P 2.7 GHz Processor, 8GB DDR4 RAM, 1TB HDD, DVD Burner, AMD Radeon R7 graphics, Wireless Mouse, Backpack, Windows 10, Gray",469.99,HP,"15.6\""",8 GB,1 TB,A10,,Microsoft Windows,Premium Flagship Touchscreen AMD Quad A12 9720P GHz AMD Radeon R7 Gray,"2018 HP Business 15.6-inch HD Touchscreen Laptop PC, Quad-Core AMD A12 Processor up to 3.6GHz, 8GB DDR4 SDRAM, 1TB HDD, Webcam, HDMI, DVD±RW, AMD Radeon R7 graphics, DTS Studio Sound, Windows 10",475.0,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,2018 Business Touchscreen Quad AMD A12 DVD±RW AMD Radeon R7,1
50103,29,1897,"HP Stream 14-ax067nr 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Dual-Core Processor, 4GB RAM, 32GB Flash Storage",219.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax067nr Intel Celeron N3060 Dual,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
252465,149,651,"HP Flagship High Performance 15.6"" HD Touchscreen Laptop PC, Premium Flagship Intel Quad-Core Pentium N3710 Processor, 4GB RAM, 500GB HDD, SuperMulti DVD Burner, Webcam, HDMI, Wi-Fi, USB 3.0, Windows",389.0,HP,,4.00 GB,500.00 GB,Intel Pentium,1.60 GHz,Windows 10,Flagship Touchscreen Premium Flagship Intel Quad Pentium N3710 SuperMulti Wi Fi,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.87,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,0
1879,1,340,"HP Stream 14-ax030wm 14” Smoke Gray, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron Processor N3060, 4GB Memory, 32GB Storage",219.0,HP,14 in,4 GB,32 GB,Intel Celeron Processor N3060,1.6 Hz,Windows 10,Stream ax030wm 14” Smoke Gray Intel Celeron N3060,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,1
487685,288,711,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8...d, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,"17.3\""",8 GB,1 TB,Intel Core i3-6006U,,Windows 10,17 Notebook 17 x047cl Intel i3 6006U d Drive Refurbished,"HP 17.3"" HD+ Notebook 17-x047cl, Intel Core i3-6006U DC Processor, 8GB Memory, 1TB Hard Drive, Backlit Keyboard, Optical Drive, HD Webcam, Windows 10 Home (Certified Refurbished)",359.99,HP,17.3 in,8 GB,,,,,17 Notebook 17 x047cl Intel i3 6006U Drive Drive Refurbished,1
50654,29,2908,"HP Stream 14-ax067nr 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Dual-Core Processor, 4GB RAM, 32GB Flash Storage",219.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax067nr Intel Celeron N3060 Dual,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
411356,243,364,"2018 Newest Premium HP 15.6? Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",529.0,HP,15.6 in,8.00 GB,1.00 TB,"Intel Core i3, Intel Core i3-7100u",2.40 GHz,Windows 10,2018 Premium Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,"HP Flagship 15.6"" HD Touchscreen Signature Laptop - Intel Core i3-7100u 2.40 GHz, 8 GB DDR4 Memory, 1 TB HDD, DVD Burner, HDMI, HD Webcam, Bluetooth, Win 10",449.99,HP,15.6 in,8 GB,1 TB,,2.7 GHz,Windows 10,Flagship Touchscreen Intel i3 7100u 40 GHz GB TB Win,0
306999,181,1369,"HP Stream Notebook 14-ax022nr - 14"" Screen, Celeron N @ 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",184.85,HP,,4 GB,,Intel Celeron,,Windows 10,Stream Notebook ax022nr Celeron N White Refurbished,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,0
478583,282,2639,"HP 15.6"" Notebook 15-bs065nr, Intel Dual-Core Celeron N3060 @ 1.6GHz, 4GB RAM, 500GB HDD, Windows 10 Home, Intel HD Graphics 400 Laptop (Certified Refurbished)",279.99,HP,"15.6\""",4 GB,500 GB,Intel Celeron,,Windows 10,Notebook bs065nr Intel Dual Celeron N3060 Intel 400 Refurbished,"HP 15.6"" HD Laptop Computer (Intel Dual Core Celeron N3050 up to 2.16 GHz Processor, 4GB RAM, 500GB HDD, USB 3.0, Webcam, HDMI, DVDRW, Wifi, Windows 10) (Certified Refurbished)",259.0,HP,15.6 in,4 GB,500 GB,Intel,1.6 GHz,Windows 10,Intel Dual Celeron N3050 GHz Refurbished,1
5767,3,1264,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,1
877951,520,2739,"HP HD LED 14"" Stream Notebook, Intel Celeron N3060, 4GB RAM, 32GB HDD, Win 10",189.99,HP,14,,32,,,Microsoft Windows,Stream Notebook Intel Celeron N3060 Win,"2018 Newest Business Flagship HP Stream Laptop PC with 1-Year Office 14"" HD WLED-backlit Display Intel Celeron Dual Core-Processor 4GB RAM 32GB eMMC Hard Drive Bluetooth HDMI Webcam Windows 10-Black",279.0,HP,14 in,4 GB,,,,,2018 Business Flagship Stream Intel Celeron Dual Drive Black,0
1064434,1006,1828,"Refurbished Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)",229.0,Dell,,4 GB,"500, GB",,,Microsoft Windows,Refurbished Inspiron i3552 4042BLK Intel Celeron GB 500 GB Black,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309.0,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
208682,123,1038,"HP Stream 14"" Laptop, Windows 10 Home, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage, Refurbished",149.0,HP,"14.0""",4 GB,32 GB,Intel Celeron,"1.60 GHz, with a Max Turbo Speed of 2.48 GHz",Windows 10,Stream Intel Celeron N3060 Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
955277,619,1579,"2018 Flagship Dell Inspiron 15.6"" HD Premium Touchscreen Laptop - Intel Dual-Core i5-7200U 2.5GHz, 8GB DDR4, 2TB HDD, MaxxAudio, DVDRW, Bluetooth, WLAN, HDMI, Webcam, 3-in-1 Card Reader, Windows 10",557.95,Dell,15.60 in,8.00 GB,1.00 TB,Intel Core i5-7200U Dual-Core,2.50 GHz,Windows 10,2018 Flagship Inspiron Premium Touchscreen Intel Dual i5 7200U 5GHz 2TB Reader,"2018 Newest Dell Premium Business Flagship Laptop PC 15.6"" HD LED-backlit Display Intel i3-7100U Processor 8GB DDR4 RAM 1TB HDD HDMI DVD-RW Bluetooth Webcam MaxxAudio Windows 10-Black",460.0,Dell,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium Business Flagship Intel i3 7100U Black,0
1457161,2030,2562,"Refurbished ACER CB3-131-C3SZ Chromebook 11.6"" N2840 2.16GHz 2GB RAM 16GB HDD - Denim White",98.83,Acer,"11.6\""",,16 GB,,,Chrome OS,Refurbished CB3 131 C3SZ Chromebook N2840 16GHz 2GB Denim White,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,1
233420,137,2960,"HP 15-f222wm – 15.6 Laptop ,Touchscreen, Windows 10 Home, Intel Pentium Quad-Core Processor, 4GB Memory, 500GB Hard Drive",349.99,HP,"15.6""",4 GB,500 GB,Intel Pentium Quad-Core Processor,"2.16 GHz, with a Max Turbo Speed of 2.66 GHz",Windows 10,f222wm – Touchscreen Intel Pentium Quad Drive,"HP 15.6-Inch HD Touchscreen Laptop (Intel Quad Core Pentium N3710 1.6GHz, 4GB DDR3L-1600 Memory, 500 GB HDD, DVD Burner, HDMI, HD Webcam, Win 10)",314.86,HP,15.6 in,4 GB,500 GB,AMD,2.5 GHz,Windows 10,Touchscreen Intel Quad Pentium N3710 DDR3L 1600 500 GB Win,1
692558,410,972,"HP Stream Notebook 14-ax027cl 14"" Screen, Celeron N 1.6GHz, 4GB RAM, 32GB eMMC, White (Certified Refurbished)",190.99,HP,,,,Intel Celeron,,Windows 10,Stream Notebook ax027cl Celeron N White Refurbished,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,1
6506,3,2622,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",218.98,HP,14 in,,,Intel Celeron,,Microsoft Windows,Stream Jet Black Intel Celeron N3060,"2018 HP Stream 14 Inch Laptop Computer, Intel Celeron N3060 1.6GHz, 4GB RAM, 32GB SSD, Windows 10 (Certified Refurbished)",194.99,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,2018 Stream Intel Celeron N3060 SSD Refurbished,0
37719,22,907,"HP Stream 14-ax020nr 14"" Laptop, Windows 10 Home, Office 365 Personal 1-year subscription included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",298.99,HP,"14.0""",4 GB,32 GB,Intel Celeron,1.6 Hz,Windows 10,Stream ax020nr Intel Celeron N3060,"HP Stream Laptop PC 14-ax020nr (Intel Celeron N3060, 4 GB RAM, 32 GB eMMC) with Office 365 Personal for one year",,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream ax020nr Intel Celeron N3060 GB GB,1
361458,213,1945,"HP Stream 14-ax010ca - 14"" - Celeron N 1.6GHz - 4GB RAM - 32GB SSD (Certified Refurbished)",185.85,HP,14,4 GB,32,,,Windows 10,Stream ax010ca Celeron N SSD Refurbished,"HP 14 Inch Stream Laptop, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC, 1-year Office 365 Personal included, HDMI",205.0,HP,14 in,4 GB,32 GB,Intel,1.6 GHz,Windows 10,Stream Intel Celeron N3060,0
1491415,2111,2496,"Refurbished Acer Chromebook 11.6 denim white CB3-131-C3KD Intel Celeron, 2GB, 16GB SSD",145.23,Acer,,,,,,,Refurbished Chromebook denim white CB3 131 C3KD Intel Celeron 2GB SSD,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
74807,44,657,"HP Pavilion 15-Cc065Nr 15.6"" Laptop, Touchscreen, Windows 10 Home, Intel Core i3-7100U Dual-Core Processor, 8GB RAM, 1TB Hard Drive",549.99,HP,"15.6""",8 GB,1 TB,Intel Core i3,2.40 GHz,Windows 10,Pavilion Cc065Nr Touchscreen Intel i3 7100U Dual Drive,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
1064400,1006,1453,"Refurbished Dell Inspiron i3552-4042BLK 15.6 Inch Laptop (Intel Celeron, 4 GB RAM, 500 GB HDD, Black)",229.0,Dell,,4 GB,"500, GB",,,Microsoft Windows,Refurbished Inspiron i3552 4042BLK Intel Celeron GB 500 GB Black,"2018 Newest Premium Dell Inspiron 15.6"" HD LED-backlit Display Laptop PC Intel Celeron Dual-Core Processor 4GB RAM 500GB HDD WiFi HDMI DVD-RW Webcam Bluetooth MaxxAudio Windows 10-Black",309.0,Dell,15.6 in,4 GB,500 GB,,1.6 GHz,Windows 10,2018 Premium Inspiron Intel Celeron Dual Black,0
328210,193,3032,"HP 15.6"" Laptop, Touchscreen, 2-in-1, Windows 10, Intel Core i3-7100U Processor, 8GB RAM, 1TB Hard Drive (Assorted Color)",599.99,HP,"15.6""",8 GB,1 GB,Intel Core i3,2.4 Hz,Windows 10,Touchscreen Intel i3 7100U Drive Assorted Color,"2018 Newest Premium HP 15.6” Touchscreen HD Laptop, Intel Dual Core i3-7100U Processor 2.40GHz, 8GB DDR4 RAM, 1TB HDD, HDMI, Bluetooth, Webcam, HD Graphics 620, DVD-RW, 8-Hours Battery, Win 10",469.99,HP,15.6 in,8 GB,1 TB,Intel,2.4 GHz,Windows 10,2018 Premium 6” Touchscreen Intel Dual i3 7100U 40GHz 620 Hours Battery Win,0
1443253,1997,2935,Acer Chromebook C720-2848 - Refurbished,129.99,Acer,,,,,,Chrome OS,Chromebook C720 2848 Refurbished,"Acer Chromebook CB3-131-C3SZ 11.6-Inch Laptop (Intel Celeron N2840 Dual-Core Processor,2 GB RAM,16 GB Solid State Drive,Chrome), White(Certified Refurbished)",149.99,Acer,11.6 in,2 GB,16 GB,Intel,,Chrome OS,Chromebook CB3 131 C3SZ Intel Celeron N2840 Dual GB GB Drive White Refurbished,0
